,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
9,Lili Krasovec,4,0,1,0.0,0,1,0.0,0,0,,2,2,1.0,0,1,1,0,0,1,1,0,2,boston-college,2023-11-25-17-boston-college
0,Ronnie Porter,40,2,9,0.222,2,7,0.286,0,2,0.0,4,4,1.0,0,5,5,8,1,0,2,3,8,wisconsin,2023-11-25-17-boston-college
1,Sania Copeland,36,6,13,0.462,2,3,0.667,4,10,0.4,2,2,1.0,0,2,2,3,2,0,4,4,18,wisconsin,2023-11-25-17-boston-college
2,Brooke Schramek,34,5,10,0.5,2,6,0.333,3,4,0.75,0,0,,0,7,7,5,1,0,6,3,13,wisconsin,2023-11-25-17-boston-college
3,Serah Williams,31,7,10,0.7,7,10,0.7,0,0,,4,4,1.0,1,7,8,1,2,5,1,3,18,wisconsin,2023-11-25-17-boston-college
4,Natalie Leuzinger,29,5,6,0.833,3,3,1.0,2,3,0.667,2,3,0.667,1,5,6,5,1,0,4,4,14,wisconsin,2023-11-25-17-boston-college
6,Leena Patibandla,14,3,3,1.0,2,2,1.0,1,1,1.0,0,0,,0,1,1,1,1,0,2,0,7,wisconsin,2023-11-25-17-boston-college
7,Ana Guillen,12,2,2,1.0,2,2,1.0,0,0,,0,0,,0,0,0,0,1,0,0,2,4,wisconsin,2023-11-25-17-boston-college
8,Tessa Grady,5,0,3,0.0,0,1,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,0,3,0,wisconsin,2023-11-25-17-boston-college
0,Jayden Marable,29,4,12,0.333,1,7,0.143,3,5,0.6,0,0,,0,6,6,3,2,0,2,0,11,northern-illinois,2023-11-29-01-wisconsin
1,Tara Stauffacher,26,1,9,0.111,0,2,0.0,1,7,0.143,2,2,1.0,0,8,8,2,0,0,3,1,5,northern-illinois,2023-11-29-01-wisconsin
2,Grace Hunter,25,2,6,0.333,1,2,0.5,1,4,0.25,0,0,,2,0,2,0,0,0,1,2,5,northern-illinois,2023-11-29-01-wisconsin
3,Kortney Drake,24,4,11,0.364,1,1,1.0,3,10,0.3,0,0,,0,4,4,1,0,1,1,1,11,northern-illinois,2023-11-29-01-wisconsin
4,Brooke Stonebraker,19,0,7,0.0,0,7,0.0,0,0,,2,2,1.0,6,1,7,2,2,0,4,2,2,northern-illinois,2023-11-29-01-wisconsin
6,Sidney McCrea,20,1,7,0.143,1,2,0.5,0,5,0.0,0,0,,0,2,2,1,0,0,1,0,2,northern-illinois,2023-11-29-01-wisconsin
7,Moriah Prewitt,14,3,10,0.3,0,2,0.0,3,8,0.375,2,2,1.0,0,1,1,1,1,0,0,1,11,northern-illinois,2023-11-29-01-wisconsin
8,Shannon Blacher,14,0,1,0.0,0,0,,0,1,0.0,1,2,0.5,1,1,2,1,1,0,1,0,1,northern-illinois,2023-11-29-01-wisconsin
9,Maddy Fay,13,1,2,0.5,1,2,0.5,0,0,,0,0,,2,1,3,0,1,0,3,1,2,northern-illinois,2023-11-29-01-wisconsin
10,Brooke Blumenfeld,10,0,3,0.0,0,3,0.0,0,0,,2,2,1.0,2,1,3,0,1,0,0,2,2,northern-illinois,2023-11-29-01-wisconsin
11,Jayde Van Hyfte,6,0,2,0.0,0,2,0.0,0,0,,2,2,1.0,1,2,3,0,1,1,1,4,2,northern-illinois,2023-11-29-01-wisconsin
0,Ronnie Porter,32,4,10,0.4,3,6,0.5,1,4,0.25,1,1,1.0,1,6,7,3,1,0,2,1,10,wisconsin,2023-11-29-01-wisconsin
1,Sania Copeland,31,5,11,0.455,4,5,0.8,1,6,0.167,0,0,,0,4,4,2,3,2,1,0,11,wisconsin,2023-11-29-01-wisconsin
2,Natalie Leuzinger,30,4,9,0.444,4,6,0.667,0,3,0.0,2,2,1.0,3,5,8,1,1,0,2,0,10,wisconsin,2023-11-29-01-wisconsin
3,Serah Williams,26,6,17,0.353,6,15,0.4,0,2,0.0,4,4,1.0,0,5,5,0,0,4,1,2,16,wisconsin,2023-11-29-01-wisconsin
4,Brooke Schramek,25,3,6,0.5,1,2,0.5,2,4,0.5,1,3,0.333,1,7,8,6,3,0,3,1,9,wisconsin,2023-11-29-01-wisconsin
6,D'Yanis Jimenez,27,4,4,1.0,1,1,1.0,3,3,1.0,2,2,1.0,0,4,4,6,3,0,1,2,13,wisconsin,2023-11-29-01-wisconsin
7,Leena Patibandla,11,1,4,0.25,1,3,0.333,0,1,0.0,0,0,,0,3,3,2,0,1,1,2,2,wisconsin,2023-11-29-01-wisconsin
8,Ana Guillen,7,0,0,,0,0,,0,0,,1,2,0.5,0,0,0,0,1,0,1,1,1,wisconsin,2023-11-29-01-wisconsin
9,Tessa Grady,6,1,2,0.5,0,0,,1,2,0.5,0,0,,0,0,0,0,1,0,0,1,3,wisconsin,2023-11-29-01-wisconsin
10,Imbie Jones,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-11-29-01-wisconsin
0,Caroline Strande,35,5,12,0.417,5,10,0.5,0,2,0.0,7,8,0.875,3,6,9,3,1,1,0,4,17,butler,2023-12-03-01-wisconsin
1,Rachel Kent,35,9,17,0.529,5,8,0.625,4,9,0.444,3,5,0.6,2,2,4,2,2,1,1,2,25,butler,2023-12-03-01-wisconsin
2,Sydney Jaynes,33,4,17,0.235,3,13,0.231,1,4,0.25,0,0,,1,4,5,2,0,1,1,2,9,butler,2023-12-03-01-wisconsin
3,Ari Wiggins,29,1,3,0.333,1,2,0.5,0,1,0.0,0,1,0.0,0,5,5,5,2,0,1,3,2,butler,2023-12-03-01-wisconsin
4,Jordan Meulemans,28,2,5,0.4,0,0,,2,5,0.4,0,0,,1,1,2,1,0,0,0,5,6,butler,2023-12-03-01-wisconsin
6,Kendall Wingler,14,0,4,0.0,0,2,0.0,0,2,0.0,0,0,,1,3,4,0,0,0,0,1,0,butler,2023-12-03-01-wisconsin
7,Karsyn Norman,10,0,3,0.0,0,1,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,0,0,0,butler,2023-12-03-01-wisconsin
8,Riley Makalusky,9,0,2,0.0,0,2,0.0,0,0,,0,0,,0,0,0,0,0,0,1,1,0,butler,2023-12-03-01-wisconsin
9,Lilly Stoddard,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,butler,2023-12-03-01-wisconsin
10,Cristen Carter,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,butler,2023-12-03-01-wisconsin
0,Serah Williams,38,10,18,0.556,9,15,0.6,1,3,0.333,3,3,1.0,6,8,14,0,0,5,3,4,24,wisconsin,2023-12-03-01-wisconsin
1,Sania Copeland,38,2,7,0.286,1,2,0.5,1,5,0.2,3,6,0.5,0,4,4,4,1,0,3,2,8,wisconsin,2023-12-03-01-wisconsin
2,Natalie Leuzinger,33,2,8,0.25,2,5,0.4,0,3,0.0,3,3,1.0,1,0,1,2,0,0,2,2,7,wisconsin,2023-12-03-01-wisconsin
3,Brooke Schramek,33,0,4,0.0,0,1,0.0,0,3,0.0,1,2,0.5,1,6,7,1,0,0,1,0,1,wisconsin,2023-12-03-01-wisconsin
4,Ronnie Porter,25,3,11,0.273,2,7,0.286,1,4,0.25,0,2,0.0,3,4,7,2,0,0,1,2,7,wisconsin,2023-12-03-01-wisconsin
6,D'Yanis Jimenez,29,1,6,0.167,1,4,0.25,0,2,0.0,0,2,0.0,0,8,8,3,0,1,3,2,2,wisconsin,2023-12-03-01-wisconsin
7,Halle Douglass,2,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,wisconsin,2023-12-03-01-wisconsin
8,Lily Krahn,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-03-01-wisconsin
0,Ronnie Porter,35,2,8,0.25,2,8,0.25,0,0,,1,1,1.0,1,5,6,5,4,0,4,4,5,wisconsin,2023-12-13-01-st-thomas-mn
1,Serah Williams,30,6,12,0.5,6,12,0.5,0,0,,9,10,0.9,9,5,14,3,0,3,3,2,21,wisconsin,2023-12-13-01-st-thomas-mn
2,D'Yanis Jimenez,30,7,13,0.538,6,10,0.6,1,3,0.333,5,5,1.0,1,0,1,1,3,1,5,2,20,wisconsin,2023-12-13-01-st-thomas-mn
3,Brooke Schramek,29,6,9,0.667,3,5,0.6,3,4,0.75,0,0,,1,3,4,2,2,1,2,0,15,wisconsin,2023-12-13-01-st-thomas-mn
4,Sania Copeland,29,1,6,0.167,0,2,0.0,1,4,0.25,0,2,0.0,3,5,8,1,2,1,1,3,3,wisconsin,2023-12-13-01-st-thomas-mn
6,Natalie Leuzinger,17,1,3,0.333,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,2,wisconsin,2023-12-13-01-st-thomas-mn
7,Halle Douglass,15,2,5,0.4,1,2,0.5,1,3,0.333,1,2,0.5,1,1,2,1,1,0,2,0,6,wisconsin,2023-12-13-01-st-thomas-mn
8,Lily Krahn,6,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,wisconsin,2023-12-13-01-st-thomas-mn
9,Leena Patibandla,3,2,2,1.0,1,1,1.0,1,1,1.0,1,3,0.333,0,0,0,0,1,0,0,1,6,wisconsin,2023-12-13-01-st-thomas-mn
10,Ana Guillen,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-13-01-st-thomas-mn
11,Tessa Grady,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-13-01-st-thomas-mn
12,Imbie Jones,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-13-01-st-thomas-mn
13,Sacia Vanderpool,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-13-01-st-thomas-mn
0,Jade Hill,35,3,9,0.333,1,3,0.333,2,6,0.333,5,6,0.833,0,1,1,3,2,0,3,2,13,st-thomas-mn,2023-12-13-01-st-thomas-mn
1,Amber Scalia,32,4,9,0.444,1,4,0.25,3,5,0.6,2,2,1.0,1,1,2,3,0,0,4,2,13,st-thomas-mn,2023-12-13-01-st-thomas-mn
2,Jordyn Glynn,25,1,2,0.5,0,1,0.0,1,1,1.0,0,0,,1,2,3,4,2,1,4,2,3,st-thomas-mn,2023-12-13-01-st-thomas-mn
3,Angelina Hammond,23,0,5,0.0,0,4,0.0,0,1,0.0,0,0,,0,2,2,2,3,0,2,3,0,st-thomas-mn,2023-12-13-01-st-thomas-mn
4,Jo Langbehn,19,7,10,0.7,7,9,0.778,0,1,0.0,0,0,,1,3,4,0,0,0,1,5,14,st-thomas-mn,2023-12-13-01-st-thomas-mn
6,Emma Miner,19,1,3,0.333,0,0,,1,3,0.333,0,0,,0,0,0,0,0,0,1,0,3,st-thomas-mn,2023-12-13-01-st-thomas-mn
7,Jordyn Lamker,18,3,6,0.5,2,4,0.5,1,2,0.5,0,1,0.0,1,0,1,2,0,0,0,1,7,st-thomas-mn,2023-12-13-01-st-thomas-mn
8,Phoebe Frentzel,14,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,1,2,3,1,0,0,4,3,2,st-thomas-mn,2023-12-13-01-st-thomas-mn
9,Faith Feuerbach,7,0,3,0.0,0,1,0.0,0,2,0.0,0,0,,0,1,1,1,0,0,0,1,0,st-thomas-mn,2023-12-13-01-st-thomas-mn
10,Sammy Opichka,5,0,3,0.0,0,3,0.0,0,0,,0,0,,2,0,2,0,0,0,1,2,0,st-thomas-mn,2023-12-13-01-st-thomas-mn
11,Lizzie Steingraber,4,0,1,0.0,0,0,,0,1,0.0,0,0,,0,1,1,0,0,0,2,1,0,st-thomas-mn,2023-12-13-01-st-thomas-mn
0,Ellie Buzzelle,37,3,7,0.429,0,2,0.0,3,5,0.6,0,0,,1,6,7,3,0,1,1,2,9,eastern-illinois,2023-12-21-01-wisconsin
1,Macy McGlone,36,8,15,0.533,7,14,0.5,1,1,1.0,1,2,0.5,1,9,10,2,0,4,5,2,18,eastern-illinois,2023-12-21-01-wisconsin
2,Charita Lewis,36,5,16,0.313,5,9,0.556,0,7,0.0,1,1,1.0,0,2,2,4,4,0,3,1,11,eastern-illinois,2023-12-21-01-wisconsin
3,Miah Monahan,36,5,7,0.714,2,4,0.5,3,3,1.0,0,0,,0,1,1,1,0,1,1,4,13,eastern-illinois,2023-12-21-01-wisconsin
4,Julia Bengtson,22,2,3,0.667,2,2,1.0,0,1,0.0,0,2,0.0,0,1,1,1,1,0,3,1,4,eastern-illinois,2023-12-21-01-wisconsin
6,Lalani Ellis,20,3,7,0.429,2,6,0.333,1,1,1.0,2,4,0.5,1,3,4,1,0,1,3,2,9,eastern-illinois,2023-12-21-01-wisconsin
7,Emily Meidel,7,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,eastern-illinois,2023-12-21-01-wisconsin
8,Ellie Colson,4,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,1,1,0,1,1,0,eastern-illinois,2023-12-21-01-wisconsin
9,Ella Lune,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,eastern-illinois,2023-12-21-01-wisconsin
10,Sydney-James Desroches,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,eastern-illinois,2023-12-21-01-wisconsin
0,Ronnie Porter,39,3,8,0.375,2,6,0.333,1,2,0.5,5,6,0.833,1,8,9,7,4,0,0,2,12,wisconsin,2023-12-21-01-wisconsin
1,Sania Copeland,36,4,9,0.444,0,1,0.0,4,8,0.5,0,0,,0,1,1,0,3,0,3,3,12,wisconsin,2023-12-21-01-wisconsin
2,Natalie Leuzinger,36,4,5,0.8,3,3,1.0,1,2,0.5,1,2,0.5,0,1,1,1,2,0,0,3,10,wisconsin,2023-12-21-01-wisconsin
3,D'Yanis Jimenez,35,7,14,0.5,7,12,0.583,0,2,0.0,5,6,0.833,4,7,11,4,1,2,6,0,19,wisconsin,2023-12-21-01-wisconsin
4,Brooke Schramek,27,6,13,0.462,6,12,0.5,0,1,0.0,6,7,0.857,2,4,6,0,2,0,2,2,18,wisconsin,2023-12-21-01-wisconsin
6,Halle Douglass,18,2,10,0.2,1,8,0.125,1,2,0.5,0,0,,2,2,4,2,0,1,0,1,5,wisconsin,2023-12-21-01-wisconsin
7,Leena Patibandla,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-21-01-wisconsin
8,Ana Guillen,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,wisconsin,2023-12-21-01-wisconsin
9,Lily Krahn,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,wisconsin,2023-12-21-01-wisconsin
0,Brooke Schramek,30,2,11,0.182,2,7,0.286,0,4,0.0,0,0,,1,4,5,4,0,2,5,2,4,wisconsin,2023-12-30-00-purdue
1,Ronnie Porter,29,1,8,0.125,1,7,0.143,0,1,0.0,2,2,1.0,2,3,5,2,0,0,0,0,4,wisconsin,2023-12-30-00-purdue
2,Sania Copeland,27,1,4,0.25,0,1,0.0,1,3,0.333,0,0,,0,3,3,0,2,1,2,1,3,wisconsin,2023-12-30-00-purdue
3,D'Yanis Jimenez,19,3,8,0.375,3,8,0.375,0,0,,1,1,1.0,0,1,1,2,2,2,3,5,7,wisconsin,2023-12-30-00-purdue
4,Halle Douglass,19,0,2,0.0,0,2,0.0,0,0,,3,4,0.75,1,1,2,0,0,0,4,2,3,wisconsin,2023-12-30-00-purdue
6,Natalie Leuzinger,29,5,6,0.833,4,5,0.8,1,1,1.0,4,6,0.667,0,1,1,1,1,0,1,2,15,wisconsin,2023-12-30-00-purdue
7,Leena Patibandla,12,2,4,0.5,2,3,0.667,0,1,0.0,0,0,,0,1,1,0,0,0,2,0,4,wisconsin,2023-12-30-00-purdue
8,Ana Guillen,12,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,0,0,2,1,0,2,0,2,wisconsin,2023-12-30-00-purdue
9,Tessa Grady,12,3,4,0.75,2,2,1.0,1,2,0.5,1,1,1.0,0,1,1,0,0,0,1,1,8,wisconsin,2023-12-30-00-purdue
10,Lily Krahn,6,0,1,0.0,0,0,,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,0,wisconsin,2023-12-30-00-purdue
11,Imbie Jones,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-30-00-purdue
12,Sacia Vanderpool,2,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-12-30-00-purdue
0,Jeanae Terry,31,5,9,0.556,5,9,0.556,0,0,,3,3,1.0,5,7,12,9,3,1,3,3,13,purdue,2023-12-30-00-purdue
1,Madison Layden,30,5,7,0.714,1,2,0.5,4,5,0.8,0,0,,1,3,4,5,3,2,0,3,14,purdue,2023-12-30-00-purdue
2,Mary Ashley Stevenson,28,5,13,0.385,5,11,0.455,0,2,0.0,3,3,1.0,5,3,8,1,1,0,1,2,13,purdue,2023-12-30-00-purdue
3,Caitlyn Harper,27,7,8,0.875,6,7,0.857,1,1,1.0,1,2,0.5,1,1,2,0,1,0,1,1,16,purdue,2023-12-30-00-purdue
4,Abbey Ellis,20,5,9,0.556,3,5,0.6,2,4,0.5,0,1,0.0,0,5,5,3,1,0,2,5,12,purdue,2023-12-30-00-purdue
6,Rashunda Jones,17,1,7,0.143,1,5,0.2,0,2,0.0,2,2,1.0,0,1,1,3,0,0,2,0,4,purdue,2023-12-30-00-purdue
7,Jayla Smith,14,2,5,0.4,1,4,0.25,1,1,1.0,1,2,0.5,0,1,1,1,2,0,1,0,6,purdue,2023-12-30-00-purdue
8,Sophie Swanson,11,4,6,0.667,3,3,1.0,1,3,0.333,0,0,,0,1,1,0,0,0,2,2,9,purdue,2023-12-30-00-purdue
9,McKenna Layden,10,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,1,1,0,0,0,0,purdue,2023-12-30-00-purdue
10,Alaina Harper,5,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,purdue,2023-12-30-00-purdue
11,Mila Reynolds,4,1,1,1.0,1,1,1.0,0,0,,0,0,,1,0,1,0,0,0,0,0,2,purdue,2023-12-30-00-purdue
12,Emilly Monson,2,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,purdue,2023-12-30-00-purdue
0,Paige Mott,30,4,9,0.444,4,9,0.444,0,0,,2,2,1.0,3,2,5,2,1,0,1,1,10,northwestern,2024-01-10-01-wisconsin
1,Casey Harter,30,3,7,0.429,2,5,0.4,1,2,0.5,0,0,,1,3,4,2,0,0,2,0,7,northwestern,2024-01-10-01-wisconsin
2,Caroline Lau,28,4,10,0.4,2,6,0.333,2,4,0.5,1,2,0.5,2,9,11,6,0,0,1,1,11,northwestern,2024-01-10-01-wisconsin
3,Melannie Daley,28,4,12,0.333,4,12,0.333,0,0,,4,4,1.0,1,0,1,2,1,0,0,2,12,northwestern,2024-01-10-01-wisconsin
4,Caileigh Walsh,27,6,14,0.429,4,11,0.364,2,3,0.667,5,5,1.0,3,5,8,1,1,1,2,3,19,northwestern,2024-01-10-01-wisconsin
6,Maggie Pina,18,2,4,0.5,0,1,0.0,2,3,0.667,1,2,0.5,0,0,0,1,0,0,0,0,7,northwestern,2024-01-10-01-wisconsin
7,Hailey Weaver,17,3,6,0.5,3,3,1.0,0,3,0.0,0,0,,2,2,4,1,2,1,1,1,6,northwestern,2024-01-10-01-wisconsin
8,Jasmine McWilliams,16,0,4,0.0,0,4,0.0,0,0,,0,0,,0,3,3,0,1,0,2,1,0,northwestern,2024-01-10-01-wisconsin
9,Mercy Ademusayo,7,1,3,0.333,1,3,0.333,0,0,,0,0,,2,0,2,2,0,0,1,1,2,northwestern,2024-01-10-01-wisconsin
0,Ronnie Porter,38,6,14,0.429,4,7,0.571,2,7,0.286,0,0,,2,6,8,6,1,0,4,2,14,wisconsin,2024-01-10-01-wisconsin
1,Sania Copeland,35,3,11,0.273,2,4,0.5,1,7,0.143,0,0,,1,2,3,2,1,0,1,0,7,wisconsin,2024-01-10-01-wisconsin
2,Natalie Leuzinger,33,2,7,0.286,2,5,0.4,0,2,0.0,2,2,1.0,2,2,4,2,1,0,2,3,6,wisconsin,2024-01-10-01-wisconsin
3,Serah Williams,32,4,9,0.444,4,9,0.444,0,0,,8,8,1.0,2,8,10,1,1,6,2,3,16,wisconsin,2024-01-10-01-wisconsin
4,Halle Douglass,28,3,5,0.6,2,3,0.667,1,2,0.5,2,4,0.5,0,4,4,4,2,1,2,3,9,wisconsin,2024-01-10-01-wisconsin
6,Tessa Grady,22,6,10,0.6,3,4,0.75,3,6,0.5,0,0,,1,2,3,2,2,0,1,1,15,wisconsin,2024-01-10-01-wisconsin
7,D'Yanis Jimenez,7,1,2,0.5,1,2,0.5,0,0,,0,0,,0,1,1,1,0,0,1,0,2,wisconsin,2024-01-10-01-wisconsin
8,Ana Guillen,3,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,1,0,0,0,0,0,wisconsin,2024-01-10-01-wisconsin
9,Leena Patibandla,3,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2024-01-10-01-wisconsin
0,Mara Braun,39,3,13,0.231,2,9,0.222,1,4,0.25,2,2,1.0,0,7,7,1,2,3,2,2,9,minnesota,2024-01-23-01-wisconsin
1,Mallory Heyer,36,2,8,0.25,1,2,0.5,1,6,0.167,0,0,,2,5,7,0,1,0,0,2,5,minnesota,2024-01-23-01-wisconsin
2,Grace Grocholski,35,5,15,0.333,2,7,0.286,3,8,0.375,0,0,,2,3,5,1,1,1,0,1,13,minnesota,2024-01-23-01-wisconsin
3,Amaya Battle,31,6,12,0.5,6,10,0.6,0,2,0.0,0,0,,2,2,4,4,2,0,1,4,12,minnesota,2024-01-23-01-wisconsin
4,Sophie Hart,19,4,10,0.4,4,10,0.4,0,0,,0,0,,3,2,5,1,1,0,0,2,8,minnesota,2024-01-23-01-wisconsin
6,Ayianna Johnson,20,1,2,0.5,1,2,0.5,0,0,,3,4,0.75,1,0,1,1,1,0,1,1,5,minnesota,2024-01-23-01-wisconsin
7,Janay Sanders,12,2,4,0.5,2,4,0.5,0,0,,0,0,,1,1,2,0,0,0,0,2,4,minnesota,2024-01-23-01-wisconsin
8,Maggie Czinano,8,0,3,0.0,0,2,0.0,0,1,0.0,0,0,,1,1,2,1,0,0,0,0,0,minnesota,2024-01-23-01-wisconsin
9,Niamya Holloway,1,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,minnesota,2024-01-23-01-wisconsin
0,Ronnie Porter,39,3,8,0.375,3,5,0.6,0,3,0.0,3,4,0.75,1,2,3,4,1,0,0,2,9,wisconsin,2024-01-23-01-wisconsin
1,Sania Copeland,35,2,9,0.222,2,6,0.333,0,3,0.0,0,0,,2,4,6,2,2,0,2,3,4,wisconsin,2024-01-23-01-wisconsin
2,Serah Williams,34,9,14,0.643,8,13,0.615,1,1,1.0,5,6,0.833,4,11,15,2,0,1,3,2,24,wisconsin,2024-01-23-01-wisconsin
3,Brooke Schramek,32,2,8,0.25,2,3,0.667,0,5,0.0,0,2,0.0,1,3,4,3,0,1,5,2,4,wisconsin,2024-01-23-01-wisconsin
4,Natalie Leuzinger,26,1,4,0.25,0,0,,1,4,0.25,0,0,,1,5,6,1,0,0,2,3,3,wisconsin,2024-01-23-01-wisconsin
6,Tessa Grady,19,5,11,0.455,0,0,,5,11,0.455,0,0,,0,3,3,0,0,0,2,0,15,wisconsin,2024-01-23-01-wisconsin
7,Halle Douglass,16,0,1,0.0,0,1,0.0,0,0,,0,0,,0,1,1,2,0,0,1,0,0,wisconsin,2024-01-23-01-wisconsin
0,Mya Petticord,38,5,11,0.455,4,8,0.5,1,3,0.333,4,4,1.0,0,6,6,1,1,0,4,1,15,rutgers,2024-01-27-01-wisconsin
1,Antonia Bates,37,1,3,0.333,1,2,0.5,0,1,0.0,1,2,0.5,0,3,3,1,1,1,1,3,3,rutgers,2024-01-27-01-wisconsin
2,Lisa Thompson,27,3,13,0.231,2,10,0.2,1,3,0.333,2,4,0.5,0,6,6,0,0,0,2,3,9,rutgers,2024-01-27-01-wisconsin
3,Destiny Adams,23,3,12,0.25,3,12,0.25,0,0,,5,6,0.833,4,3,7,1,2,0,4,4,11,rutgers,2024-01-27-01-wisconsin
4,Chyna Cornwell,14,2,6,0.333,2,6,0.333,0,0,,0,0,,0,2,2,1,0,0,1,0,4,rutgers,2024-01-27-01-wisconsin
6,Jillian Huerter,31,2,5,0.4,0,1,0.0,2,4,0.5,1,2,0.5,1,3,4,3,1,0,1,4,7,rutgers,2024-01-27-01-wisconsin
7,Kassondra Brown,20,5,8,0.625,5,8,0.625,0,0,,3,3,1.0,3,0,3,4,2,0,2,4,13,rutgers,2024-01-27-01-wisconsin
8,Erica Lafayette,10,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,1,0,1,0,0,0,rutgers,2024-01-27-01-wisconsin
0,Ronnie Porter,38,4,8,0.5,4,7,0.571,0,1,0.0,3,4,0.75,2,3,5,9,3,0,3,2,11,wisconsin,2024-01-27-01-wisconsin
1,Brooke Schramek,33,2,9,0.222,1,4,0.25,1,5,0.2,0,0,,2,5,7,4,0,0,1,3,5,wisconsin,2024-01-27-01-wisconsin
2,Sania Copeland,32,1,5,0.2,0,0,,1,5,0.2,0,0,,1,3,4,1,0,0,5,4,3,wisconsin,2024-01-27-01-wisconsin
3,Natalie Leuzinger,32,1,8,0.125,1,2,0.5,0,6,0.0,2,2,1.0,2,3,5,1,1,0,5,1,4,wisconsin,2024-01-27-01-wisconsin
4,Serah Williams,29,12,14,0.857,10,12,0.833,2,2,1.0,5,6,0.833,2,10,12,0,0,4,3,4,31,wisconsin,2024-01-27-01-wisconsin
6,Halle Douglass,17,2,6,0.333,1,2,0.5,1,4,0.25,4,4,1.0,2,3,5,1,1,1,0,3,9,wisconsin,2024-01-27-01-wisconsin
7,D'Yanis Jimenez,16,3,8,0.375,3,7,0.429,0,1,0.0,4,6,0.667,1,0,1,1,1,0,1,3,10,wisconsin,2024-01-27-01-wisconsin
8,Lily Krahn,5,0,2,0.0,0,0,,0,2,0.0,0,0,,0,0,0,1,1,0,0,0,0,wisconsin,2024-01-27-01-wisconsin
0,Ronnie Porter,36,4,13,0.308,3,6,0.5,1,7,0.143,0,0,,4,3,7,2,0,0,3,0,9,wisconsin,2024-02-04-15-northwestern
1,Serah Williams,28,3,12,0.25,3,12,0.25,0,0,,5,6,0.833,3,8,11,1,1,2,6,2,11,wisconsin,2024-02-04-15-northwestern
2,Brooke Schramek,26,4,13,0.308,3,8,0.375,1,5,0.2,0,0,,0,1,1,1,1,1,1,5,9,wisconsin,2024-02-04-15-northwestern
3,Sania Copeland,17,0,5,0.0,0,0,,0,5,0.0,0,2,0.0,1,1,2,1,0,0,2,2,0,wisconsin,2024-02-04-15-northwestern
4,Natalie Leuzinger,5,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,wisconsin,2024-02-04-15-northwestern
6,D'Yanis Jimenez,34,3,9,0.333,3,8,0.375,0,1,0.0,1,2,0.5,0,1,1,2,2,0,4,2,7,wisconsin,2024-02-04-15-northwestern
7,Halle Douglass,26,0,3,0.0,0,2,0.0,0,1,0.0,1,2,0.5,0,7,7,1,2,0,1,3,1,wisconsin,2024-02-04-15-northwestern
